SPECIES_CODE,COMMON_NAME,REGION,REASON,PRIORITY,RESIDENT,LAND,WEEKLY_STATUS,SEASONAL_STATUS,REVIEWER,LAST_REVIEWER,ANIMATION_QUALITY,NONBREEDING_START,NONBREEDING_CORE_START,NONBREEDING_CORE_END,NONBREEDING_END,PREBREEDING_MIGRATION_START,PREBREEDING_MIGRATION_END,BREEDING_START,BREEDING_CORE_START,BREEDING_CORE_END,BREEDING_END,POSTBREEDING_MIGRATION_START,POSTBREEDING_MIGRATION_END,RESIDENT_START,RESIDENT_CORE_START,RESIDENT_CORE_END,RESIDENT_END,NONBREEDING_QUALITY,PREBREEDING_MIGRATION_QUALITY,BREEDING_QUALITY,POSTBREEDING_MIGRATION_QUALITY,all_seasons_pass,NONBREEDING_RANGE_MODELED,PREBREEDING_MIGRATION_RANGE_MODELED,BREEDING_RANGE_MODELED,POSTBREEDING_MIGRATION_RANGE_MODELED,FULL_YEAR_QUALITY,SENSITIVE,FORCE_GLOBAL_PROJ,RAN_AS_RESIDENT,CUSTOM_ES,CUSTOM_PAT,notes
prowar,Prothonotary Warbler,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,3,11-16,11-16,12-21,02-22,03-01,05-03,05-10,05-17,06-21,07-13,07-20,11-09,,,,,2,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,Still not far enough east in South America during non-breeding season.
ptmgem,Purple-throated Mountain-gem,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,,,Shouldn't be continuous
pubtho1,Purple-backed Thornbill,South America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,,,"Solid 0 this year, with much too sparse of a signal."
pucfai1,Purple-crowned Fairy,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,,,Just not well fit in a number of places
purbul1,Puerto Rican Bullfinch,,North America 3,7,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,0.14,"Maybe a little sparse near coasts, but mostly good"
purfin,Purple Finch,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,12-28,12-28,01-25,01-25,02-01,05-24,05-31,05-31,07-06,08-17,08-24,12-21,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
purfly1,Puerto Rican Flycatcher,,North America 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,1,1,1,1,,TRUE,TRUE,TRUE,TRUE,1,,,,,0.14,Missing Virgin Islands
purgal2,Purple Gallinule,South America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,11-23,11-30,02-15,02-15,02-22,05-03,05-10,05-10,08-24,08-24,08-31,11-16,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,Animation still blinky in South America.
purher1,Purple Heron,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purmar,Purple Martin,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,11-16,11-16,12-07,12-28,01-04,05-10,05-17,05-24,06-14,06-21,06-28,11-09,,,,,2,2,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,"Amazon not great for animation, but fine for non-breeding season."
pursan,Purple Sandpiper,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,2,12-14,01-11,03-08,03-15,04-12,06-07,06-28,06-28,07-06,07-06,07-13,12-07,,,,,3,2,1,2,TRUE,TRUE,TRUE,FALSE,TRUE,2,,,,,,Missing further east Russian populations. Trying breeding.
purspi,Puerto Rican Spindalis,,North America 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Excellemnt
pursun3,Purple-rumped Sunbird,,India,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Almost perfect, but missing some of the far eastern edge of the range such as in Manipur, India."
pursun4,Purple Sunbird,,India,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"India good, but perhaps a bit overextrapolated in E Saudi Arabia, Iran, and W Pakistan, and shouldn't be in S Afghanistan at all. Conversely a bit underextrapolated in SE Asia/Yunnan."
purswa1,Western Swamphen,,Europe,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,,0.14,Way overfit
purswa3,Gray-headed Swamphen,India,Nat Geo East,1,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,0,,,,,,,,,,,,,,02-08,04-26,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,TRUE,,,,
purswa6,Australasian Swamphen,,New Zealand,6,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,2,12-07,,,07-13,,,07-20,,,11-30,,,,,,,2,0,2,0,,TRUE,TRUE,TRUE,TRUE,2,,,,,,A little noisy and tight. Not getting all islands
purtan1,Puerto Rican Tanager,Caribbean,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,MTA,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,A little more generous and accurate this year.
purtod1,Puerto Rican Tody,,North America 3,7,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,0.14,"A little sparse on coasts potentially, but otherwise good"
purwoo1,Puerto Rican Woodpecker,,North America 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Excellent
putbab1,Puff-throated Babbler,,India,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Quite good, a bit spotty in India, with spots of overprediction mixed with spots of underprediction. SE Asia looks decent but maybe a bit underextrapolated in parts."
puteup1,Purple-throated Euphonia,,Southern Cone,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Excellent
putfru1,Purple-throated Fruitcrow,,North America 3,7,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,A little tight in NW and a little messy edge in Brazil
putwoo1,Purple-throated Woodstar,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,,0.1,Wrong slope in Ecuador
pvttyr1,Pearly-vented Tody-Tyrant,,Southern Cone,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Wrong slope in Colombia that's not going to fix
pygcor2,Pygmy Cormorant,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pygnut,Pygmy Nuthatch,North America,Nat Geo West,2,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,MTA,0,,,,,,,,,,,,,,02-22,04-12,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Fixes Mexico this year.
pyrrhu,Pyrrhuloxia,North America,Nat Geo East,1,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,0,,,,,,,,,,,,,,02-01,04-05,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Too far north in Baja.
rabeat1,Rainbow Bee-eater,Australasia,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,04-26,05-03,06-28,07-06,07-13,09-28,10-05,10-12,02-22,03-01,03-08,04-19,,,,,2,2,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,2,,,,,,
ragmac1,Red-and-green Macaw,South America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Giving this a 2 for general uncertainty in the Amazon and a messy eastern border in Brazil.
rawwre1,Rufous-and-white Wren,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"A bit noisy, but not bad"
razorb,Razorbill,,Nat Geo East,1,FALSE,WATER,LOOKS GOOD,LOOKS GOOD,MTA,,0,08-24,,,05-10,,,05-17,,,08-03,,,,,,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,,,,,,
rbbmag,Red-billed Blue-Magpie,,India 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"India good, underextrapolated in SE Asia, but shows a bit too much at the far NE part of the range near the North Korea border."
rcatan1,Red-crowned Ant-Tanager,,North America 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,0.14,A nip overfit
rcnthr1,Ruddy-capped Nightingale-Thrush,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Might be a little overfilled in Guerrero, but otherwise great"
rcrcha1,Red-capped Robin-Chat,,Request,4,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Sparse on the western edge, but eastern estimates look good."
rcsbab1,Rusty-cheeked Scimitar-Babbler,,India 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Missing most of isolated range in N Thailand. Main Himalayan range really good but has a few false patches in the NE India hills.
rebbla1,Red-breasted Meadowlark,,North America 3,7,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Southern edge is a little noisy
rebcho1,Red-billed Chough,Europe,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Northern edge is a little rough.
rebdot1,Red-breasted Dotterel,Australasia,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,MTA,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Great. Appropriately limited to coast on North Island and near Invercargill and Stewart Island.
rebduc1,Red-billed Duck,,Request,4,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,07-06,,,12-07,,,12-14,,,06-28,,,,,,,1,0,1,0,,FALSE,FALSE,FALSE,FALSE,1,,,,,,"I think this makes sense, not entirely sure."
rebfly,Red-breasted Flycatcher,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rebgoo1,Red-breasted Goose,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rebgra1,Red-bellied Grackle,South America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Maybe a little iflling in between Palmira and Ibagué.
rebhaw2,Variable Hawk,,Southern Cone,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reblei,Red-billed Leiothrix,,North America 3,7,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"A little noisy in China, otherwise excellent"
rebmer,Red-breasted Merganser,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,2,12-21,12-21,01-18,01-25,02-01,06-07,06-14,06-14,07-20,07-20,07-27,12-14,,,,,3,2,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,2,,,,,,Russia almost filled in. Nonbreeding is great this year.
rebnut,Red-breasted Nuthatch,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,11-23,12-07,02-08,03-15,03-22,05-31,06-07,06-07,07-20,07-20,07-27,11-16,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,Extrapolation into c. Alaska during winter this year.
reboxp1,Red-billed Oxpecker,,Request,4,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,A little more data and we'll be at 3.
rebpig1,Red-billed Pigeon,Central America,Nat Geo East,1,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,0,,,,,,,,,,,,,,02-08,04-05,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,
rebsap,Red-breasted Sapsucker,North America,Nat Geo West,2,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,11-30,11-30,02-08,02-08,02-15,04-19,04-26,04-26,06-28,08-03,08-24,11-23,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
rebshr1,Red-backed Shrike,Europe,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,2,12-28,,,03-08,03-15,06-14,06-21,,,07-20,07-27,12-21,,,,,2,2,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,2,,,,,,"Missing the more eastern Russian population, but migrations and Europe look pretty great."
rebsta1,Red-billed Starling,,Taiwan,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rebtro,Red-billed Tropicbird,,Nat Geo East,1,TRUE,WATER,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,01-04,,,12-28,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,,,,,,
rebwoo,Red-bellied Woodpecker,North America,Nat Geo East,1,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,0,,,,,,,,,,,,,,03-01,04-19,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,
reccar,Red-crested Cardinal,,North America,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,0.14,A nip tight
recdov1,Red Collared-Dove,,Taiwan,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recfin1,Red-crested Finch,,Southern Cone,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recman1,Red-capped Manakin,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"A tiny bit noisy in CR, otherwise excellent"
recpar,Red-crowned Parrot,Central America,Nat Geo West,2,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,0,,,,,,,,,,,,,,05-03,05-31,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,
recpoc,Red-crested Pochard,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recwoo,Red-cockaded Woodpecker,North America,Nat Geo East,1,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,MTA,0,,,,,,,,,,,,,,02-01,03-29,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,"Such a better, tighter fit this year, closer to actual sites."
recwoo1,Red-crowned Woodpecker,,North America,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"A little of the wrong slope in CR, and a little extrap in Colombia"
redava,Red Avadavat,,India,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redcro,Red Crossbill,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,2,11-30,01-04,02-01,02-08,02-15,04-26,05-03,05-03,07-27,08-03,08-10,11-23,,,,,2,2,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,2,,,,,,"Russia, and Asia, in general, are better, but still have issues."
redcro9,Cassia Crossbill,North America,Nat Geo West,2,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,0,,,,,,,,,,,,,02-15,,,06-21,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,,,Extrapolates too far south this year.
redegr,Reddish Egret,Caribbean,Nat Geo East,1,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,0,,,,,,,,,,,,,,04-12,05-31,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,
redhea,Redhead,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,LDS,3,12-28,01-04,01-25,01-25,02-01,05-24,05-31,05-31,07-06,08-24,08-31,12-21,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
redjun,Red Junglefowl,,India 2,6,TRUE,LAND,PROBLEM,PROBLEM,PS,,0,,,,,,,,,,,,,,,,,1,1,1,1,,TRUE,TRUE,TRUE,TRUE,1,,TRUE,,,,Map projection due to introduced populations makes it impossible to properly evaluate native range. Suggest re-projecting the map.
redkit1,Red Kite,Europe,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,
redkno,Red Knot,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,2,12-14,12-14,03-15,03-29,04-05,06-14,06-21,06-21,06-28,06-28,07-06,12-07,,,,,2,2,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,2,,,,,,Breeding is still patchy. East Asian flyway has improved a ton.
redpha1,Red Phalarope,,Nat Geo East,1,FALSE,WATER,LOOKS GOOD,LOOKS GOOD,MTA,,0,12-28,,,03-29,04-05,06-07,06-14,,,07-06,07-13,12-21,,,,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,,,,,,
redsho1,Red Shoveler,,Southern Cone,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redspu1,Red Spurfowl,,India 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Really good, almost a 3 but missing small population in Uttar Pradesh, India."
redwar1,Red Warbler,Central America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Still struggling with some extrapolation on the edges here and not filling in north enough.
redwin,Redwing,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reebun,Reed Bunting,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reevir1,Red-eyed Vireo,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,3,12-28,12-28,02-22,02-22,03-01,06-07,06-14,06-14,07-20,08-03,08-10,12-21,,,,,3,3,2,3,TRUE,TRUE,TRUE,TRUE,TRUE,2,,,,,,"bumping up nbr to a 3; I think it's probably pretty accurate in the western Amazon and captures most of the true range. Breeding knocked down to a 2 because too much signal remaining in central Colombia, probably bad data referring to Chivi Vireo? "
refblu,Red-flanked Bluetail,,Taiwan,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
refcoo1,Red-fronted Coot,,Southern Cone,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,,0.14,Too sparse and tightly fit
refcor,Red-faced Cormorant,,Nat Geo West,2,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Shouldn't be on west coast of Kamchatka, but otherwise, very good."
reffal1,Red-footed Falcon,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
refpar1,Red-fronted Parrotlet,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Sprinkle of extrap, but not too bad. I'm not seeing elevational seasonality."
refpar4,Red-crowned Parakeet,,New Zealand,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Seems a little tight
refspi1,Red-faced Spinetail,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,,,Bad east slope extrap in Ecuador
refwar,Red-faced Warbler,Central America,Nat Geo West,2,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,10-12,11-23,02-22,03-15,03-22,05-10,05-17,05-17,07-13,08-03,08-10,10-05,,,,,2,3,3,2,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,"seasons look quite good, I think nonbreeding and migrations overextrapolate in eastern Mexico (pre better than post)"
regcoo1,Red-gartered Coot,,Southern Cone,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,0.14,"Still a little too tightly fit and sparse, but seems to get most of the range fairly well."
rehbar1,Red-headed Barbet,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"A touch noisy in Ecuador and Colombia, otherwise not bad"
rehwoo,Red-headed Woodpecker,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,11-02,01-04,02-08,04-12,04-19,05-31,06-07,06-07,07-06,08-24,08-31,10-26,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
rekcoo1,Red-knobbed Coot,,Europe,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,1,1,1,1,,TRUE,TRUE,TRUE,TRUE,1,,,,,0.14,"Missing chunks of Africa, and maybe a touch tight and sparse, but overall decent."
relhon1,Red-legged Honeycreeper,South America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,MTA,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,"Well improved this year, better in Brazil, Peru, and Mexico. A little sparse in coastal Colombia, but it's there."
relkit,Red-legged Kittiwake,,Nat Geo West,2,FALSE,WATER,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,05-10,,,06-07,08-03,10-05,,,,,0,0,0,0,,FALSE,FALSE,TRUE,FALSE,0,,,,,,
relpar,Red-lored Parrot,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"A little too tight inland in Ecuador and Colombia, otherwise decent"
relpar1,Red-legged Partridge,,Europe,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Excellent
relser1,Red-legged Seriema,,Request,4,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Noisy to NW and SW, but remainder is great."
relthr1,Red-legged Thrush,,North America,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Excellent
rempar,Red-masked Parakeet,,North America 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,excellent
rengre,Red-necked Grebe,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,2,12-14,01-04,03-01,03-15,03-22,05-31,06-07,06-14,07-06,07-06,07-13,12-07,,,,,2,2,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,2,,,,,,"Central Asia still lacking, but much better. Might be some Ukrainian extrapolation, but not sure."
renibi1,Red-naped Ibis,,India,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,India good but way overpredicted in Pakistan.
